Name,Address,Grades,Tips,Sentiment,Latitude,Longitude 
Caribe Restaurant,"'559 Washington St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3537411,-71.0626898
Carlos Cucina Italiana,"'131 Brighton Ave.,Boston,MA,USA'",'A; C',"'I love to come here with a big group of friends for a ""family dinner"". Lobster ravioli was great and tiramisu was also good.; Bruschettas were delicious! Pasta was great too and in large portions!; Chicken Parm!; North End quality Italian food conveniently located in Allston. The veal parmigiana was exceptional.; While the Fusilli with Sausage and Broccoli Rabe was exquisite  the service is what really makes this place shine.  If you get Guy  you're in luck; he's a friendly server who won't steer you wrong.'",0.20827381,42.3531397,-71.131173
Carmelina's North End,"'307 Hanover St.,Boston,MA,USA'",'A; C','The swings are so much fun!; Good place to take skyline pictures.; Sit on a swing  relax and view the beautiful Boston lights.; A modern park the Freedom trail.; Free Wi-Fi!',0.525,42.3638797,-71.054108
Carney Hospital,"'2100 Dorchester Ave.,Boston,MA,USA'",'A; C','You'll wait so long you will forget why you came in.; Live parking right out front. Nice and easy to wait for someone to run in and out.; This place sucks ass; Run away as fast as you can!!!',0.101119453,42.2774856,-71.0657391
Carol Ann Bake Shop,"'200 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; C','Check out Carol Ann's Bake Shop as seen on Rachael Ray - $40 a Day; Everything is good!  I know this is a bit boring  but the chocolate chip cookies were really good!; Lobster tails are a must!!',0.083333333,42.3597994,-71.0544602
Casa Romero,"'30 Gloucester St.,Boston,MA,USA'",'A; C','La comida es muy bueno y las margaritas es muy delicioso.; Vegetarian options are great; Fantastic food!!!!  Stiff drinks!  Excellent!; The Picante Margarita is a little too spicy  but the food itself was delicious.  Great portions as well for the early bird pre-fixe special.; The food is great! But if you get take out make sure you double check bc last night they forgot my salsa _Ù÷¢',0.431699405,42.3494385,-71.0845289
Cask N Flagon,"'48 Brookline Ave.,Boston,MA,USA'",'A; C','The kids meal burger is the same size as the adult one.; Perfectly solid sports bar food. North End Nachos don't suck  and the Buffalo Chicken Dip is alright. Also  beer. Show up at least two hours before game time.; The woman manager isnt kind nor professional.   I wound up leaving after her rude uncalled for bad behavior. Not a good look.The higher ups treat patrons poorly after a 12 person party & hundreds of $; Brisket  Mac and cheese  and cornbread was superb.; Great for pre game drinks',0.162142857,42.347383,-71.097949
Cavan Cafe,"'1406 Hyde Park Ave.,Boston,MA,USA'",'A; C','Slightly more comfortable than the quincy market offerings.; Cocktails  atmosphere...friendly staff... little pricey...; Como siempre la comida y el servicio; _Õ_µ„à_µ„Û____ __ _±„Ä_«___ü- _À„Ä„Å„â__„â_¡... _ù__ _À_µ„Û„Å_____¡_È __„â_È_ü„à__„Ü__ _ü _«„Ä„ö_µ____„Ü__.; Great playlist and the food is always reliable!',0.2525,42.2506177,-71.1257549
Central Wharf Co.,"'160 Milk St.,Boston,MA,USA'",'A; C','Got the cod - awful  no flavor. Crab cakes were bad too. Everyone else's meal was mediocre as well. Fries are good. Decor is nice might try again but just for drinks.; Hipster feel. Good drinks. Great space. Recommend.; BBQ flatbread and lobster roll; Went for drinks late-night and they had fun music blasting and everyone was having a great time!; Standard bar fare. Better for groups than for dates',0.294,42.358711,-71.052768
Chacarero,"'93 Arch St.,Boston,MA,USA'",'A; C','Small chicken sandwich! I'm addicted for lunch; Don't mess with the chicken. Get the beef.; The spicy sandwiches are amazing!; The signature sandwich is out of this world. The bread  the meat  those strangely compelling green beans... they all work together.; Massive sandwiches  order with everything on it. Long line at lunch but it moves very fast.',0.003166667,42.355041,-71.059135
Chacho's Pizza,"'1502 Tremont St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3320856,-71.0992832
Charlie's House Of Pizza,"'1740 Dorchester Ave.,Boston,MA,USA'",'A; C','Pretty good pizza! Try the Greek pizza (w/o burger for veg)  great taste!; Use their website to easily place orders. Great pizzas.; Good pizza  free can of soda  free wifi. Thumbs up!; Good place to eat.; there is wifi.',0.47625,42.2907069,-71.0626885
Charlie's Pizza & Cafe,"'177 Allston St.,Boston,MA,USA'",'A; C','Awesome beef shawarma; Amazing service; Huge slices. Interesting flavors. Great custom and traditional sandwiches. All other Pizza places are rated relative to bdpizza.com; Delicious  especially when drunk :-*; Amazing food all around! They make their own hummus which is unreal! They're pizza  shawarma etc are great! Never had a bad meal!',0.487083333,42.3477438,-71.1383114
Chatime,"'251 Newbury St.,Boston,MA,USA'",'A; C','Very long wait (about 20 minutes) on a weekday. My tea was excessively sweet -- threw it out after a few sips. Not worth it.; Tried the mango bubble tea and it was meh.; Fish balls are great. Inexpensive; Not bad... wait wasn't long  service was good. jasmine grean milk tea was pretty good ;); The bubble tea is some of the best I've had in Boston!',0.430083333,42.3497141,-71.0828756
Chau Chow,"'699 Wm T Morrissey Bl.,Boston,MA,USA'",'A; C','Late night food!; Fast service and great for drunken late night food.; The dim experience here is among the best. Quick seating. Quick service  drinks are refilled promptly. Food is excellent.; The dim sum experience here is among the best. Quick seating. Excellent service - drinks were refilled quickly. Food was excellent.; I made the mistake of going here for a regular meal after work and I regretted it. Stick to dim sum. Full menu seems greasy and subpar. Even a day later I'm wincing.',0.230388889,42.297874,-71.0498958
Chau Chow City,"'73 Essex.,Boston,MA,USA'",'A; C','Late night food!; Fast service and great for drunken late night food.; The dim experience here is among the best. Quick seating. Quick service  drinks are refilled promptly. Food is excellent.; The dim sum experience here is among the best. Quick seating. Excellent service - drinks were refilled quickly. Food was excellent.; I made the mistake of going here for a regular meal after work and I regretted it. Stick to dim sum. Full menu seems greasy and subpar. Even a day later I'm wincing.',0.230388889,42.3523875,-71.0604532
Checkmate Cafe,"'900 South.,Boston,MA,USA'",'A; C',"'Greek salad. Grilled chicken salad. Roast beef sub. Tuna sub. Pizza. It's all good here! And the staff is really friendly.; If you love Thanksgiving grub  order ""The No Name Sub"".; if having buffalo tenders delivered  make sure to ask for blue cheese. 50% of the time they don't include it.'",0.304166667,42.2884426,-71.1348398
Chilacates,"'222 Amory St.,Boston,MA,USA'",'A; C','pork belly fat tacos  torta... everythinghere isamazing; eat all of the tacos!!!; Tortas are amazing!!! Get it with everything on it.; The quesadillas are really good!; Steak Tacos! Elote(Mexican street corn). I always get this and I am never disappointed. My mouth is watering lol',0.4925,42.3163444,-71.1031497
Chili Duck,"'829 Boylston St.,Boston,MA,USA'",'A; C','Can't go wrong with scallion pancakes.; Curry yellow with duck!; You can't get crispy chicken and shrimp pad Thai anywhere else in the city. Cozy atmosphere no frills but great food and friendly staff; The massaman curry is delish!; LOVE the thai iced coffee!',0.04375,42.3489625,-71.0826117
Chili Mango & Lime Inc.,"'1 Citywide St.,Boston,MA,USA'",'A; C','Eat it all!!!',0,42.3493824,-71.0777334
China Garden,"'525 Washington St.,Boston,MA,USA'",'A; C','great take out(only) the combo dinners are an excellent value  everything is cooked fresh to order  love it!; Great Chinese take-out.  The Thai Chicken-friend rice is a hidden gem on this menu  try it.',0.446180556,42.3542094,-71.062262
China Sky Restaurant,"'782 Adams St.,Boston,MA,USA'",'A; C','This place was okay. I had the shrimp fried rice and chicken fingers. Now the shrimp fried rice had a shrimp skin in it. And the shrimp had no taste at all. The chicken fingers tasted old.; Don't go it was awful; The staff is great.  The food is OK.  Where else you gonna go at 1am?; Jimmy's back and the food just as good as ever!!; Good food  fresh  great wings  fast delivery  and good prices. We order every weekend.',0.108,42.2830526,-71.0556179
China Station Restaurant,"'530 Washington St.,Boston,MA,USA'",'A; C','Still smells like pee.; Run. Get out of there fast.; Great place for law-abiding citizens to have their bags unlawfully searched by the NSA.; This stop is a great alternative to Boylston on the Green Line if you're headed to the Theater District.; Visit Bao Bao Bakery on Harrison for awesome cakes & bubble tea. Also Bubor Cha Cha for made to order dim sum--it's served til closing!!',0.375625,42.2929558,-71.0716503
Chinatown Express Inc.,"'79 River St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.2712867,-71.073871
Chinese Dragon,"'380 Chelsea St.,Boston,MA,USA'",'A; C',"'The people who work here are so nice.; French fries  lo mein  rice noodles  great delicious veggie options; ""If anyone pay for the fake money well call the police"" if you find that sign you are Chinese dragon master !'",0.316666667,42.3793607,-71.0281209
Chinese Noodle,"'49 Warren St.,Boston,MA,USA'",'A; C','Good food for a decent price in Quincy Market/Faneuil. My go-to place in the food court.; Gross. Made me sick',0.038095238,42.3291303,-71.0837041
Chipotle Mexican Grill,"'1924 Beacon St.,Boston,MA,USA'",'A; C','I've come to this location a number of times  usually when it's quiet; but today I visited during the lunch rush and was pleasantly surprised how quickly they handled the long lines. Bravo!; Good food but embarrassed by my Denver hometown Chipotle not playing up the historical aspect of the corner bookstore in Boston... It's as vanilla plain as a fast food place can get..; The burrito here is not as good as the mission burritos in SF  but Chipotle is the way to go if you want some good guacamole in burrito; The taco salad is the best! Make sure to add guacamole and  if you're very hungry  ask for a bag of chips.; Love the burrito in a bowl',0.392452381,42.3364626,-71.1497956
Chopped & Topped 3Rd Fl.,"'800 Washington St.,Boston,MA,USA'",'A; C','',0,42.3498323,-71.0632709
Chung Wah,"'199 Bowdoin St.,Boston,MA,USA'",'A; C','I just died and went to Asian snacks heaven',0,42.305075,-71.068138
Citizen Public House & Oyster Bar,"'1310 Boylston St.,Boston,MA,USA'",'A; C','Great oysters and incredible bar and drink options!; Awesome cocktails  food and vibes; The Ryeder Die was exactly what I was hoping for. So was the sirloin burger.; Whiskey  whiskey  whiskey; Back to the Fuschia  Raw Oysters  Loaded Sweet Potato Skins',0.437948718,42.344209,-71.097951
Clover Fast Food @Dwy No. 6,"'1 Citywide St.,Boston,MA,USA'",'A; C','',0,42.3493824,-71.0777334
Clover Fast Food No. 5,"'1 Citywide St.,Boston,MA,USA'",'A; C','Carrot soup is delicious!; I love the chickpea platter! Also the fresh pita and hummus is amazing. Order a fresh orange juice  die and go to heaven.; Chickpea fritter sandwich is excellent!; Everything; Sweet potato pocket was amazing...Id skip the fries next time.',0.52625,42.3493824,-71.0777334
Cluckit!,"'782A Tremont St.,Boston,MA,USA'",'A; C','One of the best beer lists in the city with delicious and inventive food. What's not to love?',0.75,42.3389495,-71.0805707
Coffee Shop,"'11 Elkins St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3395264,-71.0361388
Colonnade Hotel,"'120 Huntington Ave.,Boston,MA,USA'",'A; C','Rooftop season has begun!; Fancy receptions. Drinks just too expensive; Our hotel for the weekend; Great location. Nice  comfortable room.; A great place for a confrence. Food was great and staff were friendly',0.151666667,42.3456194,-71.0809115
Common Ground,"'83 Harvard Ave.,Boston,MA,USA'",'A; C','dance to fall out boy on a Saturday night; All about the 90s night on Fridays!; Your average  crowded  grind bar; Love this place on 90's night. All your fav songs!; A little trashy  but that's 100% part of the charm. ‰ù_•üè',0.0575,42.2593578,-71.1222014
Compliments Food Co.,"'1 Citywide St.,Boston,MA,USA'",'A; C','Great place for quick fix when hungry. :-); Ratchet all ova.; for hungry only .... too much people ....; Don't bring outside food to eat in the food court  security has no problem escorting you out. Ridiculous strict rules.; Free wifi at the McDonalds',0.175555556,42.3493824,-71.0777334
Cookin Cafe,"'1096 Commonwealth Ave.,Boston,MA,USA'",'A; C','I had a decent roast beef sub. Service was good and fast.; try the breakfast sandwiches!; The subs are huge make sure you know what your getting yourself into before you order a large.; Breakfast all day is clutch.; Meatlovers breakfast burrito and turkey club are king here',0.145396825,42.3518199,-71.1242958
Corp. Chefs/U. Mass. Med. School,"'305 South St.,Boston,MA,USA'",'A; C','',0,42.3004362,-71.1168113
Corporate Chefs,"'2 Guest St.,Boston,MA,USA'",'A; C','These guys would not last 15 microseconds in Hell's Kitchen.; This place sucks so bad it gives sucking a bad name.; In addition to the bad food  bad attitude and poor service as well. They don't seem to understand that some of us don't have all day to wait for them to get off their duffs.; The food sucks here  and the eating area is dirty. Oh  but they don't care because they have a captive audience. Too inconvenient to go elsewhere.',-0.372916667,42.3573821,-71.148315
Corporate Chefs @ Tufts Food 4 Thot,"'141 Harrison Ave.,Boston,MA,USA'",'A; C','',0,42.350049,-71.062269
Cosi,"'399 Boylston St.,Boston,MA,USA'",'A; C','Coffee not good. Actually crappy.; Basically  this place bombs on service and reliability but it is convenient and food is fresh.; The preparation of food is totally inconsistent (e.g. how they slice  how much cream cheese)  frequently low on essentials (large coffee cups  milk).; Prepare to be rushed through at check-out; Good salads but seriously...$10??? I would rather support a local establishment that charges less for better quality and bigger portions! Sorry Cosi!',0.059325397,42.3518126,-71.0721831
Cosi,"'125 High St.,Boston,MA,USA'",'A; C','Coffee not good. Actually crappy.; Basically  this place bombs on service and reliability but it is convenient and food is fresh.; The preparation of food is totally inconsistent (e.g. how they slice  how much cream cheese)  frequently low on essentials (large coffee cups  milk).; Prepare to be rushed through at check-out; Good salads but seriously...$10??? I would rather support a local establishment that charges less for better quality and bigger portions! Sorry Cosi!',0.059325397,42.3555144,-71.0530268
Cosi,"'14 Milk St.,Boston,MA,USA'",'A; C','Coffee not good. Actually crappy.; Basically  this place bombs on service and reliability but it is convenient and food is fresh.; The preparation of food is totally inconsistent (e.g. how they slice  how much cream cheese)  frequently low on essentials (large coffee cups  milk).; Prepare to be rushed through at check-out; Good salads but seriously...$10??? I would rather support a local establishment that charges less for better quality and bigger portions! Sorry Cosi!',0.059325397,42.3571433,-71.0580011
Cosi American,"'200 Terminal Rd.,Boston,MA,USA'",'A; C','Coffee not good. Actually crappy.; Basically  this place bombs on service and reliability but it is convenient and food is fresh.; The preparation of food is totally inconsistent (e.g. how they slice  how much cream cheese)  frequently low on essentials (large coffee cups  milk).; Prepare to be rushed through at check-out; Good salads but seriously...$10??? I would rather support a local establishment that charges less for better quality and bigger portions! Sorry Cosi!',0.059325397,42.3831476,-71.0499464
Costello's Tavern Inc,"'717 Centre St.,Boston,MA,USA'",'A; C','if you eat ten hot dogs in one hour your meal is free!; Neighborhood sports bar with a litany of big-screen TVs  beers on tap  and bar food snacks.; Dear Katie of the future  there are no mozzarella sticks here. Don't be fooled again! Love  Katie 2k13; Cash only heads up; Cash only - but 2.50 PBRs and great wings!',0.2,42.3112013,-71.114518
Crossroads,"'495 Beacon St.,Boston,MA,USA'",'A; C','They offer a free pizza when you buy a pitcher of beer certain weekday nights.  The sriracha mozzarella bites are tasty.; The fish and mix chips are extremely popular; The official bar of Manchester United supporters in Boston.; Great place to pound beers before fenway events. Solid bar away from all the crowds and nonsense in Kenmore.; Best dive bar',0.461428571,42.350536,-71.089788
Crown Fried Chicken And Pizza,"'344 Warren St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3184854,-71.0817038
Cuppacoffee,"'1 Merrimac St.,Boston,MA,USA'",'A; C','Coffee an Aussie can order with confidence!; Get a meat pie and a flat white.; Flat white + meat pie = morning perfection; Their meat pies are great  though a little greasy. The tea is high quality as well  no Lipton here.; Cold brew  house blend',-0.0735,42.3632127,-71.0598292
Currito Burrito,"'300 Logan Airport Trmnl C.,Boston,MA,USA'",'A; C','Best burrito hands down.  Steak and shrimp and Cajun chicken are the best offerings.  Always cooked to order...not just assembled but cooked...and the portions are generous.; Don't expect Chipotle-like speed.  But quality is a little better and the tortilla is warmed up.; Not bad. The shrimp in the burrito was very well done.; They sell beer here and their food is pretty good too. Much better than Anna's  Qdoba and the likes. Try their burritos or taco salads.; Steak and shrimp burrito is awesome. They sell beer too',0.445138889,42.3660751,-71.020461
D & D Restaurant,"'3141 Washington St.,Boston,MA,USA'",'A; C','ÌÒtimos horÌÁrios de trem!; Easy access to the Boston Common; No idea when a Green Line train to North Station is gonna come? Take the Winter Street concourse to Downtown Crossing and hop on an Orange Line train towards Oak Grove. They have ETA clocks there!; The oldest subway station in America (and the world?)!; Oldest train station in the country?',-0.036666667,42.3141334,-71.1001404
D Coal Pot,"'984 Hyde Park Ave.,Boston,MA,USA'",'A; C','The rice here is delicious and NOT sticky!!!  Gummy rice is a big deal breaker for me with restaurants.',0.5,42.2661882,-71.1210382
Da Vinci,"'162 Columbus Ave.,Boston,MA,USA'",'A; C','Great chocolate mousse; Great arancini; Great food. Bring $$$$$$; The burrata is outstanding!; Try the seasonal pumpkin soup!',0.605,42.3491877,-71.0706104
Dacoopa Sub & Pizza,"'474 Saratoga St.,Boston,MA,USA'",'A; C','Great service and friendly people; Incredible specials and baller pizza.; $5 Wednesdays are the best but try the grilled chicken salad!  Yum!!; wi-fi password: DaCoopas - via 4sqwifi.com; The best pizza in east Boston without question! Try the buffalo chicken  it's awesome!',0.390833333,42.3801485,-71.0272637
Dayib Cafe,"'722 Shawmut Ave.,Boston,MA,USA'",'A; C','Slightly more comfortable than the quincy market offerings.; Cocktails  atmosphere...friendly staff... little pricey...; Como siempre la comida y el servicio; _Õ_µ„à_µ„Û____ __ _±„Ä_«___ü- _À„Ä„Å„â__„â_¡... _ù__ _À_µ„Û„Å_____¡_È __„â_È_ü„à__„Ü__ _ü _«„Ä„ö_µ____„Ü__.; Great playlist and the food is always reliable!',0.2525,42.3328079,-71.0832694
Deep Ellum,"'465 Cambridge St.,Boston,MA,USA'",'A; C','Always end a night in Allston here with the poutine; The risotto is unbelievable!; Can't go wrong with a cocktail here. They have a great list and the bartenders will make great suggestions too.; They don't have Fireball  guy was condescending when I asked for it.; Get the duck confit hash or the BBQ breakfast.',0.010833333,42.3540245,-71.1368443
Deli Of Course,"'451 D St.,Boston,MA,USA'",'A; C','Light Italian comes on the side.  The kebob comes with a lot of rice  so tell them one scoop.; Breakfast and lunch is always treat here. Service is always pleasant and friendly.',0.377083333,42.3452433,-71.0418697
Delicia Dominicanas,"'635 Hyde Park Ave.,Boston,MA,USA'",'A; C','The food is good. The service is HORRENDOUS!!!  They even gave me my change in coins... pennies and all...; Very expensive...',0.175,42.2785883,-71.1194591
Deparma,"'182 Sumner St.,Boston,MA,USA'",'A; C','',0,42.369298,-71.040332
Deria Express Cafe,"'1127 Harrison Ave.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3304739,-71.0822502
Destino's Pizza,"'1505 Hyde Park Ave.,Boston,MA,USA'",'A; C','I found a rat and I told them but they didn't do any thing. Extremely disgusting _Ù÷´_Ù÷´_Ù÷´_Ù÷´_ÙÕø_ÙÕø_Ù÷´; White sangria is so refreshing; Convenient location! I just found food court of Prudential closed. I stopped here instead^^; Bad pizza  don't try it; Was awesome...baked potato soup is a must-have!!  Very flavorful!!',-0.2475,42.2474357,-71.1280642
Dig Inn,"'557 Boylston St.,Boston,MA,USA'",'A; C','The food is delicious and healthy here  if there is no long line  take advantage!!; Too healthy for me. The quinoa waffle was nonetheless great  yet small.; Their breakfast end early even in the weekend _ÙÔ__ÙèÈ_ÙªÄ; most fav place _Ù÷ç; Just as good as their NY locations. While the menu may seem overwhelming at first for new customers  it has something for everyone.',0.371922348,42.3506317,-71.0760179
Dimitrios House Of Pizza,"'1750 Dorchester Ave.,Boston,MA,USA'",'A; C','Pizza  salads  subs  seafood  burgers  etc; Quality pepperoni pizza and friendly workers; No esperaba mucho de este restaurante pero me sorprendiÌ_ gratamente  el sÌÁndwich de albÌ_ndigas hechas con muy buena carne de sabor suave y una salsa boloÌ±esa casera muy buena  el queso y pan perfectos; Make sure they confirm your order  they have a knack for messing it up in strange ways.',0.15,42.2901719,-71.0628744
Dirty Water Dough Company,"'222 Newbury St.,Boston,MA,USA'",'A; C','Very good  cheep pizza for Newbury. They have all the typical kinds of pizza with a few Dirty Water specialty pizzas.; Thin crust  made our own with jalapeÌ±os. Great laid back spot.; Pesto pizza goat cheese pizza. Love all those words; If you like greasy pizza  this is the place. Service is friendly and pizza is tasty  but damn there was so much oil it was dripping down to my wrist!; Some of the best pizza in Boston and the kindest servers EVER! Can't wait to have more soon!',0.335037037,42.3497421,-71.0810798
Discovery Cafe,"'3 Blackfan Ci.,Boston,MA,USA'",'A; C','These guys will make your breakfast your way  however you want.; Salad bar  soups  sandwiches and breakfasts!  Nice folks!',0.375,42.3390285,-71.1042571
Dog House,"'300 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3597994,-71.0544602
Domino's Pizza,"'205 Adams St.,Boston,MA,USA'",'A; C','Pretty horrendous pizza. There's many better options around.; Service is on the slow side if you order from the counter. I advise calling ahead or getting it delivered. Staff is reasonably friendly.; Mutha fuckin dominos!; The best pizza i have ever eat!!!; Use your Ram Card here!',0.290833333,42.3018687,-71.0601258
Domino's Pizza,"'110 Staniford St.,Boston,MA,USA'",'A; C','Pretty horrendous pizza. There's many better options around.; Service is on the slow side if you order from the counter. I advise calling ahead or getting it delivered. Staff is reasonably friendly.; Mutha fuckin dominos!; The best pizza i have ever eat!!!; Use your Ram Card here!',0.290833333,42.3636493,-71.0636009
Doretta Taverna & Rawbar,"'79 Park Pz.,Boston,MA,USA'",'A; C','The Tomato Salad is made of juicy tomatoes  olives and red onion tossed with crumbled feta  oregano and tangy red wine vinegar.; Grape leaves are great. Skip most of the rest of the menu.; Loaded with flavor and crunch  Doretta Taverna offers irresistible Crispy Zucchini Chips with spicy cucumber yogurt.; Enjoyed the lamb shoulder & lamb meatballs. Octopus was ok. Avoid the whole shrimp (too messy). We had laughably bad service from our waiter. Chef Schlow heard about it and made everything right.; Finally an upscale Greek restaurant in Boston!! Get the whole grilled fish and also the meatball and chicken small plates.',0.14352381,42.3516374,-71.0701231
Dot Cafe,"'1459 Dorchester Ave.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3009365,-71.0601233
Double Tree Guest Suites,"'400 Soldiers Field Rd.,Boston,MA,USA'",'A; C','Great rooftop view. Open to public 8am-8pm on weekends (subject to change).; The best thing is that the hotel is so close to the river so you can walk by in the morning. rooms are perfect with nice view.; Very clean room's   fast check-in; Jumbo prawns and fruit flavored martini were good and served perfectly paired together.  The cocktail was bit strong but I thought it worked that evening when the temperature was below 0.',0.518611111,42.3602825,-71.1182186
Doughboy Donuts & Deli,"'220 Dorchester Ave.,Boston,MA,USA'",'A; C','Simple  great deli. Have a raspberry square for dessert.; Donuts are good but their danishes are even better; Tried the jelly donut and the glazed donuts not impressed at all; Ladies  don't be intimidated by the work trucks parked here  or you will miss Boston's best donuts.; I love Boston and how sweet everyone is to me! And can't even write what they did for me in case anyone else expects it when they go there. Let's just say I was charmed and honored!',0.4046875,42.3401216,-71.0567598
Dozzi,"'336 Sumner St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3672918,-71.0357119
Dragon Chef East,"'4198 Washington St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.2868612,-71.1273403
Dragon Roll Grill,"'1 Citywide St.,Boston,MA,USA'",'A; C',"'Huge sushi rolls! However  the ""lobster"" is clearly shrimp.'",0.3,42.3493824,-71.0777334
Dudley Sq. Grill,"'152 Dudley St.,Boston,MA,USA'",'A; C','No tips from Foursquare!',0,42.3287733,-71.0833525
Dumpling Gourmet,"'52 Beach St.,Boston,MA,USA'",'A; C','Try the Crab & Pork Soup Dumplings - Comfort food on a freezing evening  (via @Foodspotting); A solid Chinese spot. Had better in NYC but very good. Dumplings are flavorful and the free hot tea you get is perfect to wash everything down. Good luck finding parking.; Yummy dumplings. A little let down from all the hype  but overall it was good and big selection; The fried rice.; Literally everything is just perfect. Worth the wait.',0.224376543,42.3515312,-71.0606578
Dumpling Palace,"'179 Massachusetts Ave.,Boston,MA,USA'",'A; C','Fried wontons  pork soup dumplings  and bubble tea!; Everything is excellent here. Especially the dessert including pork steam dumplings. The lunch specials are amazing and incredibly cheap. Though their seat arrangement might be a little bit... awkward; Generous portions are the first of many pluses for this eatery. The dumplings are quite good. Prices are excellent. And the staff is very friendly.',0.263194444,42.3457113,-71.0873138
Dunkin Donuts,"'1931 Dorchester Ave.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2849977,-71.0648438
Dunkin Donuts,"'115 Forsyth.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3376143,-71.0902737
Dunkin Donuts,"'711 Atlantic Ave.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3511594,-71.0566553
Dunkin Donuts,"'127 Tremont St.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3563498,-71.0617913
Dunkin Donuts,"'60 Everett St.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.368084,-71.035494
Dunkin Donuts,"'31 Wm C Kelly Sq.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.375451,-71.038758
Dunkin Donuts ,"'300 Terminal Rd.,Boston,MA,USA'",'A; C','',0,42.3816454,-71.0553531
Dunkin Donuts,"'200 Logan Airport Trmnl B.,Boston,MA,USA'",'A; C','',0,42.3645818,-71.0195813
Dunkin Donuts,"'100 Logan Airport Trmnl A.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3660751,-71.020461
Dunkin Donuts,"'942 Hyde Park Ave.,Boston,MA,USA'",'A; C','Large coffe; Walking distance to the Hilton in the Financial District.; Check out the dude who does drawings on napkins  using highlighters. The work is incredibly meticulous.; Take assorted to go; Its always psacked in the Am',0.222857143,42.2675117,-71.1198082
Dunkin Donuts,"'50 Sudbury.,Boston,MA,USA'",'A; C','',0,42.3622409,-71.0596616
Dunkin Donuts,"'719 Gallivan Bl.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2838949,-71.0462486
Dunkin Donuts,"'440 Massachusetts Ave.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3407007,-71.0818232
Dunkin Donuts,"'7 Walk Hill St.,Boston,MA,USA'",'A; C','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2955725,-71.1161003
Dunkin Donuts ,"'818 Harrison Ave.,Boston,MA,USA'",'A; C','',0,42.3357599,-71.0741126
